Invoice_id,Branch,City,Category,Unit_price,Quantity,Date,Time,Payment_method,Rating,Profit_margin,Total Sales
326,WALM088,Cleburne,Sports and travel,97.74,4,2021-03-14,19:53:00,Ewallet,6.4,33%,390.96
328,WALM057,Euless,Food and beverages,94.26,4,2021-03-15,16:30:00,Cash,8.6,33%,377.04
402,WALM084,Schertz,Home and lifestyle,46.22,4,2021-03-16,20:04:00,Credit card,6.2,33%,184.88
692,WALM089,Southlake,Food and beverages,55.04,7,2021-03-17,19:39:00,Ewallet,5.2,33%,385.28
835,WALM060,DeSoto,Home and lifestyle,40.73,7,2021-03-18,11:01:00,Ewallet,5.4,33%,285.11
66,WALM042,Bryan,Health and beauty,15.87,10,2021-03-19,16:40:00,Cash,5.8,48%,158.7
124,WALM061,Cedar Park,Home and lifestyle,63.91,8,2021-03-20,19:52:00,Credit card,4.6,33%,511.28
163,WALM011,Lubbock,Food and beverages,45.79,7,2021-03-21,19:44:00,Credit card,7,48%,320.53
263,WALM022,Mesquite,Fashion accessories,38.3,4,2021-03-22,19:22:00,Cash,5.7,48%,153.2
295,WALM023,Midland,Health and beauty,18.11,10,2021-03-23,11:46:00,Ewallet,5.9,48%,181.1
397,WALM075,San Marcos,Food and beverages,54.27,5,2021-03-24,14:16:00,Ewallet,4.6,33%,271.35
491,WALM051,New Braunfels,Fashion accessories,34.7,2,2021-03-25,19:48:00,Ewallet,8.2,48%,69.4
689,WALM058,Port Arthur,Sports and travel,72.88,2,2021-03-26,12:51:00,Cash,6.1,33%,145.76
872,WALM091,Little Elm,Fashion accessories,56.5,1,2021-03-27,15:45:00,Ewallet,9.6,33%,56.5
889,WALM093,Angleton,Fashion accessories,12.19,8,2021-03-28,12:47:00,Ewallet,6.8,33%,97.52
267,WALM072,Lancaster,Home and lifestyle,35.47,4,2021-03-29,17:22:00,Credit card,6.9,33%,141.88
292,WALM040,Edinburg,Electronic accessories,27.85,7,2021-03-30,17:20:00,Ewallet,6,48%,194.95
334,WALM034,College Station,Food and beverages,23.48,2,2021-03-31,11:21:00,Credit card,7.9,48%,46.96
353,WALM098,Mineral Wells,Fashion accessories,54.73,7,2021-04-01,19:02:00,Credit card,8.5,18%,383.11
367,WALM072,Lancaster,Electronic accessories,51.32,9,2021-04-02,19:33:00,Cash,5.6,33%,461.88
373,WALM086,Rosenberg,Home and lifestyle,70.11,6,2021-04-03,17:54:00,Ewallet,5.2,33%,420.66
514,WALM088,Cleburne,Electronic accessories,99.55,7,2021-04-04,12:07:00,Cash,7.6,33%,696.85
561,WALM050,Victoria,Electronic accessories,21.58,9,2021-04-05,12:32:00,Ewallet,7.3,48%,194.22
589,WALM062,Galveston,Fashion accessories,59.61,10,2021-04-06,11:07:00,Cash,5.3,33%,596.1
603,WALM086,Rosenberg,Food and beverages,77.56,10,2021-04-07,20:35:00,Ewallet,6.9,33%,775.6
618,WALM098,Mineral Wells,Electronic accessories,87.91,5,2021-04-08,18:10:00,Ewallet,4.4,18%,439.55
628,WALM043,Baytown,Health and beauty,82.58,10,2021-04-09,14:41:00,Cash,5,48%,825.8
656,WALM073,Seguin,Electronic accessories,15.69,3,2021-04-10,14:13:00,Credit card,5.8,33%,47.07
751,WALM060,DeSoto,Fashion accessories,22.32,4,2021-04-11,11:16:00,Ewallet,4.1,33%,89.28
816,WALM072,Lancaster,Food and beverages,53.21,8,2021-04-12,16:45:00,Ewallet,5,33%,425.68
917,WALM001,Houston,Sports and travel,42.85,1,2021-04-13,15:36:00,Credit card,9.3,36%,42.85
925,WALM087,Waxahachie,Sports and travel,35.22,6,2021-04-14,13:49:00,Ewallet,6.5,33%,211.32
983,WALM020,Killeen,Sports and travel,97.48,9,2021-04-15,14:19:00,Ewallet,7.4,48%,877.32
23,WALM083,Farmers Branch,Home and lifestyle,33.2,2,2021-04-16,12:20:00,Credit card,4.4,33%,66.4
30,WALM075,San Marcos,Health and beauty,24.89,9,2021-04-17,15:36:00,Cash,7.4,33%,224.01
34,WALM096,Eagle Pass,Health and beauty,96.58,2,2021-04-18,10:12:00,Credit card,5.1,18%,193.16
202,WALM005,Fort Worth,Electronic accessories,57.49,4,2021-04-19,11:57:00,Cash,6.6,48%,229.96
398,WALM092,Lake Jackson,Home and lifestyle,13.59,9,2021-04-20,10:26:00,Cash,5.8,33%,122.31
492,WALM004,Austin,Fashion accessories,19.66,10,2021-04-21,18:20:00,Credit card,7.2,48%,196.6
595,WALM070,Hurst,Sports and travel,96.8,3,2021-04-22,13:05:00,Cash,5.3,33%,290.4
796,WALM001,Houston,Fashion accessories,27.18,2,2021-04-23,16:26:00,Ewallet,4.3,36%,54.36
799,WALM098,Mineral Wells,Health and beauty,92.78,1,2021-04-24,10:50:00,Credit card,9.8,18%,92.78
811,WALM016,Brownsville,Health and beauty,10.75,8,2021-04-25,14:38:00,Ewallet,6.2,48%,86
867,WALM085,Kerrville,Sports and travel,90.53,8,2021-04-26,14:48:00,Credit card,6.5,33%,724.24
876,WALM067,Haltom City,Home and lifestyle,65.26,8,2021-04-27,14:04:00,Ewallet,6.3,33%,522.08
45,WALM036,Allen,Health and beauty,15.37,2,2021-04-28,19:47:00,Cash,7.2,48%,30.74
140,WALM016,Brownsville,Sports and travel,72.5,8,2021-04-29,19:25:00,Ewallet,9.2,48%,580
193,WALM090,Brownwood,Food and beverages,87.8,9,2021-04-30,19:08:00,Cash,9.2,33%,790.2
254,WALM011,Lubbock,Home and lifestyle,23.75,4,2021-05-01,11:22:00,Cash,5.2,48%,95
360,WALM081,Friendswood,Sports and travel,74.97,1,2021-05-02,16:58:00,Cash,5.6,33%,74.97
453,WALM068,Burleson,Food and beverages,63.61,5,2021-05-03,12:43:00,Ewallet,4.8,33%,318.05
479,WALM059,Pflugerville,Sports and travel,34.37,10,2021-05-04,10:11:00,Ewallet,6.7,33%,343.7
729,WALM096,Eagle Pass,Fashion accessories,97.26,4,2021-05-05,15:33:00,Ewallet,6.8,18%,389.04
769,WALM049,North Richland Hills,Electronic accessories,95.64,4,2021-05-06,18:51:00,Cash,7.9,48%,382.56
252,WALM078,Del Rio,Fashion accessories,35.19,10,2021-05-07,19:06:00,Credit card,8.4,33%,351.9
464,WALM057,Euless,Food and beverages,22.62,1,2021-05-08,18:58:00,Cash,6.4,33%,22.62
604,WALM040,Edinburg,Sports and travel,54.51,6,2021-05-09,13:54:00,Ewallet,7.8,48%,327.06
806,WALM074,Weslaco,Home and lifestyle,77.47,4,2021-05-10,16:36:00,Cash,4.2,33%,309.88
863,WALM031,Lewisville,Home and lifestyle,11.28,9,2021-05-11,11:55:00,Credit card,4.3,48%,101.52
890,WALM025,Waco,Sports and travel,76.92,10,2021-05-12,19:53:00,Ewallet,5.6,48%,769.2
208,WALM055,Waxahachie,Home and lifestyle,28.53,10,2021-05-13,17:38:00,Ewallet,7.8,33%,285.3
304,WALM026,Denton,Electronic accessories,51.19,4,2021-05-14,17:15:00,Credit card,4.7,48%,204.76
477,WALM059,Pflugerville,Sports and travel,33.26,5,2021-05-15,16:10:00,Credit card,4.2,33%,166.3
516,WALM025,Waco,Fashion accessories,51.47,1,2021-05-16,15:52:00,Ewallet,8.5,48%,51.47
634,WALM058,Port Arthur,Home and lifestyle,99.7,3,2021-05-17,11:29:00,Ewallet,4.7,33%,299.1
723,WALM087,Waxahachie,Home and lifestyle,44.12,3,2021-05-18,13:45:00,Credit card,7.9,33%,132.36
961,WALM013,Irving,Fashion accessories,91.98,1,2021-05-19,15:29:00,Cash,9.8,48%,91.98
50,WALM021,McAllen,Fashion accessories,82.63,10,2021-05-20,17:08:00,Ewallet,7.9,48%,826.3
105,WALM078,Del Rio,Health and beauty,30.35,7,2021-05-21,18:19:00,Cash,8,33%,212.45
148,WALM054,Sherman,Health and beauty,66.14,4,2021-05-22,12:46:00,Credit card,5.6,21%,264.56
195,WALM003,San Antonio,Electronic accessories,32.71,5,2021-05-23,11:30:00,Credit card,9.9,48%,163.55
261,WALM074,Weslaco,Electronic accessories,75.06,9,2021-05-24,13:25:00,Cash,6.2,33%,675.54
337,WALM024,Carrollton,Fashion accessories,76.4,9,2021-05-25,15:49:00,Ewallet,7.5,48%,687.6
382,WALM008,Corpus Christi,Electronic accessories,26.61,2,2021-05-26,14:35:00,Cash,4.2,48%,53.22
424,WALM032,Tyler,Fashion accessories,25.42,8,2021-05-27,19:42:00,Credit card,6.7,48%,203.36
436,WALM044,Pharr,Sports and travel,99.24,9,2021-05-28,19:09:00,Ewallet,9,48%,893.16
546,WALM089,Southlake,Home and lifestyle,38.81,4,2021-05-29,13:40:00,Ewallet,4.9,33%,155.24
638,WALM023,Midland,Electronic accessories,46.2,1,2021-05-30,12:16:00,Cash,6.3,48%,46.2
642,WALM025,Waco,Electronic accessories,88.55,8,2021-05-31,15:29:00,Ewallet,4.7,48%,708.4
712,WALM007,Arlington,Home and lifestyle,75.53,4,2021-06-01,15:52:00,Ewallet,8.3,48%,302.12
875,WALM046,Temple,Home and lifestyle,23.29,4,2021-06-02,11:52:00,Credit card,5.9,48%,93.16
885,WALM003,San Antonio,Food and beverages,83.34,2,2021-06-03,13:37:00,Cash,7.6,48%,166.68
963,WALM062,Galveston,Fashion accessories,15.5,1,2021-06-04,15:23:00,Credit card,7.4,33%,15.5
213,WALM088,Cleburne,Home and lifestyle,92.36,5,2021-06-05,19:17:00,Ewallet,4.9,33%,461.8
225,WALM003,San Antonio,Food and beverages,43.25,2,2021-06-06,15:56:00,Cash,6.2,48%,86.5
279,WALM091,Little Elm,Fashion accessories,70.99,10,2021-06-07,16:28:00,Cash,5.7,33%,709.9
280,WALM051,New Braunfels,Sports and travel,44.02,10,2021-06-08,19:57:00,Credit card,9.6,48%,440.2
428,WALM039,Longview,Food and beverages,20.87,3,2021-06-09,13:53:00,Credit card,8,48%,62.61
496,WALM019,Pasadena,Sports and travel,75.92,8,2021-06-10,14:14:00,Cash,5.5,48%,607.36
522,WALM097,Alice,Home and lifestyle,83.17,6,2021-06-11,11:23:00,Cash,7.3,18%,499.02
564,WALM083,Farmers Branch,Electronic accessories,74.51,6,2021-06-12,15:08:00,Ewallet,5,33%,447.06
565,WALM020,Killeen,Fashion accessories,99.25,2,2021-06-13,13:02:00,Cash,9,48%,198.5
616,WALM092,Lake Jackson,Sports and travel,38.72,9,2021-06-14,12:24:00,Ewallet,4.2,33%,348.48
622,WALM074,Weslaco,Food and beverages,91.61,1,2021-06-15,19:44:00,Cash,9.8,33%,91.61
635,WALM049,North Richland Hills,Food and beverages,79.91,3,2021-06-16,19:28:00,Credit card,5,48%,239.73
648,WALM030,Richardson,Fashion accessories,33.63,1,2021-06-17,19:55:00,Cash,5.6,48%,33.63
740,WALM084,Schertz,Home and lifestyle,93.96,9,2021-06-18,11:32:00,Cash,9.8,33%,845.64
779,WALM031,Lewisville,Sports and travel,25.25,5,2021-06-19,17:52:00,Cash,6.1,48%,126.25
176,WALM060,DeSoto,Home and lifestyle,33.84,9,2021-06-20,16:21:00,Ewallet,8.8,33%,304.56
309,WALM033,Pearland,Electronic accessories,26.48,3,2021-06-21,10:40:00,Ewallet,4.7,48%,79.44
336,WALM032,Tyler,Electronic accessories,28.45,5,2021-06-22,10:17:00,Credit card,9.1,48%,142.25
486,WALM060,DeSoto,Sports and travel,49.49,4,2021-06-23,15:25:00,Ewallet,6.6,33%,197.96
879,WALM067,Haltom City,Electronic accessories,90.02,8,2021-06-24,16:08:00,Credit card,4.5,33%,720.16
940,WALM067,Haltom City,Food and beverages,57.29,6,2021-06-25,17:04:00,Ewallet,5.9,33%,343.74
26,WALM001,Houston,Home and lifestyle,52.59,8,2021-06-26,19:20:00,Credit card,8.5,36%,420.72
53,WALM041,Mission,Fashion accessories,17.87,4,2021-06-27,14:42:00,Ewallet,6.5,48%,71.48
108,WALM049,North Richland Hills,Sports and travel,62.13,6,2021-06-28,20:19:00,Cash,7.4,48%,372.78
216,WALM072,Lancaster,Home and lifestyle,18.28,1,2021-06-29,15:05:00,Credit card,8.3,33%,18.28
415,WALM074,Weslaco,Home and lifestyle,50.93,8,2021-06-30,19:36:00,Cash,9.2,33%,407.44
442,WALM001,Houston,Sports and travel,88.43,8,2021-07-01,19:35:00,Credit card,4.3,36%,707.44
468,WALM047,Flower Mound,Sports and travel,37.02,6,2021-07-02,18:33:00,Cash,4.5,48%,222.12
575,WALM030,Richardson,Sports and travel,85.91,5,2021-07-03,14:33:00,Credit card,8.6,48%,429.55
814,WALM077,Coppell,Electronic accessories,95.15,1,2021-07-04,14:00:00,Cash,6,33%,95.15
991,WALM057,Euless,Food and beverages,56.56,5,2021-07-05,19:06:00,Credit card,4.5,33%,282.8
39,WALM070,Hurst,Health and beauty,54.92,8,2021-07-06,13:24:00,Ewallet,7.6,33%,439.36
99,WALM004,Austin,Food and beverages,52.75,3,2021-07-07,10:16:00,Ewallet,9.3,48%,158.25
151,WALM016,Brownsville,Fashion accessories,91.54,4,2021-07-08,19:20:00,Credit card,4.8,48%,366.16
179,WALM012,Garland,Food and beverages,73.88,6,2021-07-09,19:16:00,Ewallet,4.4,48%,443.28
183,WALM053,Conroe,Sports and travel,15.5,10,2021-07-10,10:55:00,Ewallet,8,57%,155
198,WALM002,Dallas,Home and lifestyle,25.29,1,2021-07-11,10:13:00,Ewallet,6.1,36%,25.29
488,WALM080,Nacogdoches,Fashion accessories,37.15,4,2021-07-12,18:59:00,Ewallet,8.3,33%,148.6
737,WALM066,Grapevine,Home and lifestyle,81.2,7,2021-07-13,15:59:00,Credit card,8.1,33%,568.4
741,WALM047,Flower Mound,Home and lifestyle,55.61,7,2021-07-14,12:41:00,Cash,8.5,48%,389.27
803,WALM037,League City,Fashion accessories,67.39,7,2021-07-15,13:23:00,Ewallet,6.9,48%,471.73
888,WALM001,Houston,Electronic accessories,73.47,10,2021-07-16,13:14:00,Ewallet,9.5,36%,734.7
109,WALM044,Pharr,Food and beverages,33.98,9,2021-07-17,10:43:00,Cash,4.2,48%,305.82
217,WALM038,Sugar Land,Sports and travel,24.77,5,2021-07-18,18:27:00,Cash,8.5,48%,123.85
287,WALM010,Laredo,Home and lifestyle,74.86,1,2021-07-19,14:49:00,Cash,6.9,48%,74.86
335,WALM089,Southlake,Sports and travel,14.7,5,2021-07-20,13:48:00,Ewallet,8.5,33%,73.5
368,WALM048,Harlingen,Home and lifestyle,65.94,4,2021-07-21,10:29:00,Cash,6,48%,263.76
600,WALM047,Flower Mound,Home and lifestyle,70.32,2,2021-07-22,14:22:00,Ewallet,9.6,48%,140.64
663,WALM045,Missouri City,Fashion accessories,58.75,6,2021-07-23,18:14:00,Credit card,5.9,48%,352.5
829,WALM020,Killeen,Electronic accessories,64.95,10,2021-07-24,18:27:00,Cash,5.2,48%,649.5
906,WALM070,Hurst,Home and lifestyle,78.38,4,2021-07-25,17:56:00,Cash,7.9,33%,313.52
908,WALM075,San Marcos,Health and beauty,82.88,5,2021-07-26,14:08:00,Credit card,6.6,33%,414.4
931,WALM062,Galveston,Home and lifestyle,99.92,6,2021-07-27,13:33:00,Ewallet,7.1,33%,599.52
6,WALM026,Denton,Electronic accessories,85.39,7,2021-07-28,18:30:00,Ewallet,4.1,48%,597.73
87,WALM042,Bryan,Fashion accessories,76.52,5,2021-07-29,10:23:00,Cash,9.9,48%,382.6
330,WALM063,Georgetown,Electronic accessories,36.36,4,2021-07-30,13:07:00,Cash,7.6,33%,145.44
401,WALM081,Friendswood,Food and beverages,39.43,6,2021-07-31,20:18:00,Credit card,9.4,33%,236.58
504,WALM075,San Marcos,Sports and travel,93.31,2,2021-08-01,17:53:00,Cash,6.3,33%,186.62
555,WALM061,Cedar Park,Electronic accessories,19.32,7,2021-08-02,18:51:00,Cash,6.9,33%,135.24
760,WALM028,Odessa,Food and beverages,55.39,4,2021-08-03,15:19:00,Ewallet,8,48%,221.56
821,WALM069,Rockwall,Electronic accessories,52.89,4,2021-08-04,16:32:00,Ewallet,6.7,33%,211.56
969,WALM012,Garland,Health and beauty,15.8,3,2021-08-05,18:02:00,Cash,9.5,48%,47.4
101,WALM075,San Marcos,Fashion accessories,48.71,1,2021-08-06,19:20:00,Cash,4.1,33%,48.71
197,WALM079,La Porte,Health and beauty,43.7,2,2021-08-07,18:03:00,Cash,4.9,33%,87.4
306,WALM053,Conroe,Electronic accessories,72.2,7,2021-08-08,20:14:00,Ewallet,4.3,21%,505.4
450,WALM077,Coppell,Sports and travel,39.12,1,2021-08-09,11:02:00,Credit card,9.6,33%,39.12
521,WALM059,Pflugerville,Electronic accessories,45.71,3,2021-08-10,10:34:00,Credit card,7.7,33%,137.13
534,WALM085,Kerrville,Food and beverages,16.31,9,2021-08-11,10:31:00,Ewallet,8.4,33%,146.79
579,WALM087,Waxahachie,Health and beauty,64.27,4,2021-08-12,13:54:00,Cash,7.7,33%,257.08
749,WALM025,Waco,Home and lifestyle,12.29,9,2021-08-13,19:28:00,Credit card,8,48%,110.61
764,WALM070,Hurst,Health and beauty,10.69,5,2021-08-14,11:07:00,Ewallet,7.6,33%,53.45
828,WALM009,Plano,Fashion accessories,41.28,3,2021-08-15,18:37:00,Credit card,8.5,48%,123.84
836,WALM074,Weslaco,Fashion accessories,52.38,1,2021-08-16,19:44:00,Cash,5.8,33%,52.38
903,WALM011,Lubbock,Health and beauty,27.73,5,2021-08-17,20:21:00,Credit card,4.2,48%,138.65
947,WALM007,Arlington,Electronic accessories,84.25,2,2021-08-18,14:13:00,Credit card,5.3,48%,168.5
57,WALM003,San Antonio,Home and lifestyle,44.34,2,2021-08-19,11:26:00,Cash,5.8,36%,88.68
88,WALM046,Temple,Food and beverages,49.38,7,2021-08-20,20:35:00,Credit card,7.3,48%,345.66
150,WALM065,Texas City,Health and beauty,32.46,8,2021-08-21,13:48:00,Credit card,4.9,33%,259.68
160,WALM094,Alamo,Sports and travel,93.39,6,2021-08-22,19:18:00,Ewallet,10,33%,560.34
587,WALM038,Sugar Land,Food and beverages,52.34,3,2021-08-23,14:03:00,Cash,9.2,48%,157.02
643,WALM035,San Angelo,Electronic accessories,55.67,2,2021-08-24,15:08:00,Ewallet,6,48%,111.34
702,WALM059,Pflugerville,Food and beverages,32.32,3,2021-08-25,19:11:00,Credit card,4.3,33%,96.96
909,WALM021,McAllen,Food and beverages,79.54,2,2021-08-26,16:30:00,Ewallet,6.2,48%,159.08
911,WALM063,Georgetown,Food and beverages,29.15,3,2021-08-27,20:29:00,Credit card,7.3,33%,87.45
942,WALM095,Big Spring,Fashion accessories,99.82,9,2021-08-28,10:43:00,Cash,6.6,33%,898.38
104,WALM012,Garland,Food and beverages,58.26,6,2021-08-29,16:44:00,Cash,9.9,48%,349.56
209,WALM043,Baytown,Fashion accessories,30.37,3,2021-08-30,13:41:00,Ewallet,5.1,48%,91.11
339,WALM016,Brownsville,Electronic accessories,47.65,3,2021-08-31,12:58:00,Credit card,9.5,48%,142.95
349,WALM095,Big Spring,Electronic accessories,26.02,7,2021-09-01,17:38:00,Cash,5.1,33%,182.14
421,WALM055,Waxahachie,Food and beverages,38.6,3,2021-09-02,13:57:00,Ewallet,7.5,33%,115.8
465,WALM042,Bryan,Food and beverages,51.34,5,2021-09-03,15:31:00,Credit card,9.1,48%,256.7
608,WALM021,McAllen,Food and beverages,49.79,4,2021-09-04,19:16:00,Credit card,6.4,48%,199.16
621,WALM074,Weslaco,Food and beverages,71.68,3,2021-09-05,15:30:00,Cash,9.2,33%,215.04
717,WALM079,La Porte,Fashion accessories,71.46,7,2021-09-06,16:06:00,Ewallet,4.5,33%,500.22
945,WALM058,Port Arthur,Health and beauty,10.08,7,2021-09-07,20:14:00,Cash,4.2,33%,70.56
15,WALM031,Lewisville,Health and beauty,71.38,10,2021-09-08,19:21:00,Cash,5.7,48%,713.8
97,WALM014,Amarillo,Health and beauty,87.87,10,2021-09-09,10:25:00,Ewallet,5.1,48%,878.7
297,WALM036,Allen,Electronic accessories,28.84,4,2021-09-10,14:44:00,Cash,6.4,48%,115.36
509,WALM077,Coppell,Health and beauty,61.29,5,2021-09-11,14:28:00,Cash,7,33%,306.45
517,WALM071,Lufkin,Health and beauty,54.86,5,2021-09-12,16:48:00,Ewallet,9.8,33%,274.3
560,WALM087,Waxahachie,Home and lifestyle,72.42,3,2021-09-13,16:54:00,Ewallet,8.2,33%,217.26
706,WALM045,Missouri City,Health and beauty,71.77,7,2021-09-14,14:06:00,Credit card,8.9,48%,502.39
989,WALM015,Grand Prairie,Electronic accessories,82.34,10,2021-09-15,19:12:00,Ewallet,4.3,48%,823.4
159,WALM100,Canyon,Health and beauty,97.22,9,2021-09-16,14:43:00,Ewallet,6,18%,874.98
307,WALM088,Cleburne,Sports and travel,40.23,7,2021-09-17,13:22:00,Cash,9.6,33%,281.61
474,WALM088,Cleburne,Health and beauty,72.57,8,2021-09-18,17:58:00,Cash,4.6,33%,580.56
475,WALM003,San Antonio,Electronic accessories,64.44,5,2021-09-19,17:04:00,Cash,6.6,48%,322.2
644,WALM053,Conroe,Food and beverages,72.52,8,2021-09-20,19:26:00,Credit card,4,57%,580.16
647,WALM045,Missouri City,Health and beauty,70.21,6,2021-09-21,14:58:00,Credit card,7.4,48%,421.26
672,WALM007,Arlington,Food and beverages,93.4,2,2021-09-22,16:34:00,Cash,5.5,48%,186.8
882,WALM084,Schertz,Fashion accessories,10.18,8,2021-09-23,12:51:00,Credit card,9.5,33%,81.44
884,WALM082,Weslaco,Home and lifestyle,34.42,6,2021-09-24,12:45:00,Cash,7.5,33%,206.52
938,WALM049,North Richland Hills,Sports and travel,89.48,5,2021-09-25,10:18:00,Cash,7.4,48%,447.4
964,WALM087,Waxahachie,Electronic accessories,96.82,3,2021-09-26,20:37:00,Cash,6.7,33%,290.46
3087,WALM077,Coppell,Home and lifestyle,21,3,2021-09-27,14:23:00,Ewallet,9,33%,63
1956,WALM069,Rockwall,Fashion accessories,42,2,2021-09-28,15:05:00,Ewallet,6,33%,84
2264,WALM049,North Richland Hills,Fashion accessories,33,1,2021-09-29,15:06:00,Ewallet,8,48%,33
2235,WALM079,La Porte,Home and lifestyle,57,1,2021-09-30,10:53:00,Ewallet,9,33%,57
9183,WALM038,Sugar Land,Home and lifestyle,50,1,2021-10-01,08:16:00,Cash,7,48%,50
9682,WALM086,Rosenberg,Fashion accessories,38,1,2021-10-02,12:44:00,Cash,6,33%,38
1078,WALM058,Port Arthur,Fashion accessories,75,3,2021-10-03,11:52:00,Ewallet,8,33%,225
1256,WALM023,Midland,Fashion accessories,24,1,2021-10-04,19:32:00,Ewallet,4,48%,24
1311,WALM068,Burleson,Home and lifestyle,83,1,2021-10-05,13:17:00,Ewallet,9,33%,83
3198,WALM063,Georgetown,Fashion accessories,47,1,2021-10-06,08:21:00,Ewallet,9,33%,47
8891,WALM032,Tyler,Home and lifestyle,53,2,2021-10-07,16:07:00,Cash,5,48%,106
9377,WALM089,Southlake,Home and lifestyle,76,1,2021-10-08,14:13:00,Cash,5,33%,76
9896,WALM075,San Marcos,Fashion accessories,22,3,2021-10-09,15:57:00,Cash,3,33%,66
1153,WALM003,San Antonio,Home and lifestyle,72,3,2021-10-10,09:37:00,Ewallet,7,36%,216
2528,WALM042,Bryan,Fashion accessories,77,2,2021-10-11,21:57:00,Ewallet,9,48%,154
1316,WALM068,Burleson,Fashion accessories,48,2,2021-10-12,14:18:00,Ewallet,7,33%,96
1362,WALM090,Brownwood,Fashion accessories,77,2,2021-10-13,08:12:00,Ewallet,4,33%,154
2553,WALM095,Big Spring,Home and lifestyle,57,3,2021-10-14,06:51:00,Ewallet,4,33%,171
9408,WALM065,Texas City,Fashion accessories,20,3,2021-10-15,15:39:00,Cash,6,33%,60
1604,WALM093,Angleton,Fashion accessories,48,1,2021-10-16,19:06:00,Ewallet,7,33%,48
2125,WALM027,Abilene,Home and lifestyle,35,1,2021-10-17,18:46:00,Ewallet,6,48%,35
1827,WALM026,Denton,Home and lifestyle,17,1,2021-10-18,06:59:00,Ewallet,5,48%,17
8926,WALM084,Schertz,Fashion accessories,20,3,2021-10-20,10:01:00,Cash,4,33%,60
8993,WALM029,Round Rock,Home and lifestyle,30,3,2021-10-21,16:42:00,Cash,7,48%,90
9463,WALM032,Tyler,Home and lifestyle,18,1,2021-10-22,13:49:00,Cash,3,48%,18
1460,WALM017,McKinney,Fashion accessories,76,1,2021-10-23,09:32:00,Ewallet,8,48%,76
2249,WALM066,Grapevine,Home and lifestyle,34,3,2021-10-24,07:36:00,Ewallet,7,33%,102
1147,WALM065,Texas City,Home and lifestyle,78,1,2021-10-25,21:07:00,Ewallet,5,33%,78
2460,WALM068,Burleson,Fashion accessories,46,2,2021-10-26,22:58:00,Ewallet,7,33%,92
9511,WALM086,Rosenberg,Home and lifestyle,32,2,2021-10-27,16:48:00,Cash,5,33%,64
1597,WALM062,Galveston,Home and lifestyle,52,1,2021-10-28,07:48:00,Ewallet,4,33%,52
1632,WALM071,Lufkin,Fashion accessories,49,2,2021-10-29,18:14:00,Ewallet,8,33%,98
2145,WALM080,Nacogdoches,Home and lifestyle,23,1,2021-10-30,07:45:00,Ewallet,4,33%,23
9865,WALM029,Round Rock,Home and lifestyle,23,1,2021-10-31,17:00:00,Cash,3,48%,23
1245,WALM053,Conroe,Home and lifestyle,83,2,2021-11-01,11:44:00,Ewallet,8,57%,166
1295,WALM015,Grand Prairie,Home and lifestyle,83,2,2021-11-02,21:34:00,Ewallet,6,48%,166
2400,WALM020,Killeen,Fashion accessories,61,1,2021-11-03,08:49:00,Ewallet,4,48%,61
1300,WALM088,Cleburne,Fashion accessories,44,1,2021-11-04,09:51:00,Ewallet,6,33%,44
2832,WALM080,Nacogdoches,Electronic accessories,24,3,2021-11-05,15:41:00,Ewallet,8,33%,72
3088,WALM041,Mission,Fashion accessories,27,2,2021-11-06,13:25:00,Ewallet,9,48%,54
9804,WALM025,Waco,Fashion accessories,45,1,2021-11-07,06:45:00,Cash,5,48%,45
1484,WALM030,Richardson,Fashion accessories,22,1,2021-11-08,19:46:00,Ewallet,8,48%,22
2143,WALM094,Alamo,Home and lifestyle,69,2,2021-11-09,07:09:00,Ewallet,9,33%,138
1494,WALM046,Temple,Fashion accessories,55,2,2021-11-10,19:40:00,Ewallet,4,48%,110
1637,WALM029,Round Rock,Home and lifestyle,76,3,2021-11-11,10:57:00,Ewallet,6,48%,228
1253,WALM069,Rockwall,Home and lifestyle,15,3,2021-11-12,09:59:00,Ewallet,9,33%,45
2289,WALM067,Haltom City,Home and lifestyle,72,2,2021-11-13,10:48:00,Ewallet,6,33%,144
2717,WALM088,Cleburne,Home and lifestyle,34,3,2021-11-14,10:25:00,Ewallet,9,33%,102
3054,WALM069,Rockwall,Fashion accessories,56,1,2021-11-15,21:01:00,Ewallet,7,33%,56
1847,WALM036,Allen,Home and lifestyle,61,1,2021-11-16,09:08:00,Ewallet,4,48%,61
1996,WALM037,League City,Fashion accessories,38,3,2021-11-17,07:33:00,Ewallet,5,48%,114
2803,WALM067,Haltom City,Home and lifestyle,77,3,2021-11-18,14:14:00,Ewallet,7,33%,231
9305,WALM032,Tyler,Home and lifestyle,78,3,2021-11-19,11:34:00,Cash,7,48%,234
9826,WALM029,Round Rock,Fashion accessories,58,3,2021-11-20,10:33:00,Cash,5,48%,174
1342,WALM059,Pflugerville,Fashion accessories,74,3,2021-11-21,21:38:00,Ewallet,6,33%,222
1489,WALM065,Texas City,Home and lifestyle,24,3,2021-11-22,08:01:00,Ewallet,5,33%,72
1556,WALM010,Laredo,Fashion accessories,33,3,2021-11-23,07:21:00,Ewallet,6,48%,99
2596,WALM026,Denton,Fashion accessories,30,2,2021-11-24,10:55:00,Ewallet,7,48%,60
2817,WALM030,Richardson,Home and lifestyle,57,2,2021-11-25,21:41:00,Ewallet,7,48%,114
